0,1,2,3,4,5,6,7,8,9,10,11,12,y-local,predict
1719.0,1565.0,756.0,1112.0,864.0,831.0,661.0,1822.0,1442.0,1053.0,1384.0,1079.0,710.0,-2.42458,False
0.0,0.0,0.0,0.0,4548.0,17326.0,11053.0,15466.0,5654.0,0.0,0.0,0.0,0.0,-3.20299,False
0.0,0.0,20.0,20054.0,10420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.45,False
2749.0,985.0,1645.0,977.0,1333.0,630.0,806.0,1099.0,1062.0,1274.0,438.0,0.0,0.0,-6.50266,False
0.0,0.0,0.0,0.0,2513.0,10756.0,11547.0,8273.0,3110.0,0.0,0.0,0.0,0.0,-7.41996,False
1788.0,1475.0,896.0,2510.0,1738.0,1058.0,745.0,4285.0,13319.0,551.0,0.0,0.0,0.0,-7.86017,False
0.0,0.0,1.0,22111.0,58967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,False
8389.0,4258.0,5315.0,3307.0,2407.0,3694.0,5999.0,7234.0,7885.0,19590.0,5024.0,72.0,0.0,-0.312871,False
0.0,0.0,0.0,5636.0,38445.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.85,False
616.0,2092.0,1235.0,1786.0,730.0,1167.0,841.0,1108.0,2491.0,962.0,1994.0,1104.0,736.0,-2.45377,False
7890.0,2213.0,6466.0,8700.0,4122.0,2558.0,1647.0,2328.0,1506.0,0.0,0.0,0.0,0.0,-7.20906,False
1535.0,835.0,1451.0,1110.0,1580.0,1067.0,736.0,2289.0,1721.0,2164.0,854.0,701.0,1148.0,5.59967,False
5857.0,2537.0,2175.0,2241.0,2274.0,3374.0,2453.0,1889.0,444.0,0.0,0.0,0.0,0.0,-7.5176,False
1902.0,587.0,1541.0,1181.0,1328.0,1776.0,761.0,674.0,1092.0,870.0,2969.0,971.0,1278.0,0.622414,False
1591.0,1550.0,4614.0,873.0,592.0,846.0,529.0,657.0,1079.0,648.0,784.0,1012.0,781.0,-4.26956,False
0.0,0.0,0.0,0.0,2842.0,31163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.95,False
0.0,0.0,0.0,0.0,0.0,5020.0,17744.0,10925.0,18.0,0.0,0.0,0.0,0.0,2.71312,False
1950.0,734.0,903.0,1763.0,1134.0,1398.0,811.0,893.0,677.0,1123.0,749.0,524.0,1281.0,7.56916,False
0.0,0.0,0.0,0.0,0.0,11200.0,24999.0,7114.0,0.0,0.0,0.0,0.0,0.0,1.52847,False
0.0,1124.0,3407.0,1631.0,1864.0,1723.0,1242.0,2360.0,3286.0,1668.0,1428.0,0.0,0.0,-3.28576,False
0.0,0.0,0.0,0.0,2827.0,5473.0,5622.0,8648.0,9624.0,0.0,0.0,0.0,0.0,-5.79285,False
2273.0,1172.0,1196.0,903.0,1473.0,1365.0,675.0,1717.0,5915.0,1441.0,682.0,272.0,0.0,-6.05253,False
0.0,349.0,1490.0,1250.0,2020.0,1058.0,1658.0,1907.0,2719.0,1037.0,4621.0,369.0,0.0,-6.79673,False
0.0,737.0,2960.0,2240.0,2521.0,1488.0,3253.0,3392.0,2494.0,1643.0,1611.0,538.0,0.0,2.79173,False
1743.0,1167.0,663.0,744.0,925.0,762.0,771.0,1519.0,932.0,1360.0,731.0,3297.0,158.0,2.38707,False
1319.0,852.0,938.0,1659.0,891.0,656.0,1384.0,880.0,399.0,613.0,1228.0,1863.0,782.0,-4.1087,False
5611.0,3373.0,3292.0,3672.0,1685.0,3343.0,1955.0,1790.0,2133.0,1707.0,1887.0,8672.0,5604.0,3.40069,False
7761.0,2897.0,2292.0,4453.0,3204.0,2654.0,3305.0,3575.0,5386.0,2969.0,0.0,0.0,0.0,-1.63833,False
0.0,1246.0,10546.0,11641.0,13912.0,5699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99411,False
0.0,0.0,3.0,3720.0,6914.0,8011.0,17664.0,9219.0,10135.0,12654.0,0.0,0.0,0.0,-2.25677,False
0.0,0.0,703.0,4102.0,3765.0,4449.0,13157.0,5027.0,6499.0,1476.0,0.0,0.0,0.0,-3.12434,False
2998.0,807.0,980.0,956.0,933.0,1134.0,2470.0,1313.0,987.0,1077.0,1144.0,765.0,725.0,-4.56923,False
1594.0,4417.0,5720.0,7294.0,6599.0,5574.0,3869.0,5898.0,7302.0,8247.0,1496.0,0.0,0.0,-5.25039,False
8084.0,647.0,666.0,498.0,1085.0,642.0,924.0,1791.0,837.0,1243.0,1187.0,1325.0,856.0,-7.36522,False
2491.0,1374.0,2220.0,4616.0,1858.0,1804.0,2732.0,2276.0,2160.0,3266.0,5418.0,1468.0,0.0,-7.82943,False
0.0,0.0,0.0,2606.0,16869.0,5212.0,3066.0,2856.0,2325.0,1728.0,1566.0,1559.0,1639.0,-0.65,False
0.0,0.0,1694.0,6880.0,8502.0,7068.0,6745.0,17721.0,7836.0,1394.0,0.0,0.0,0.0,-4.02764,False
0.0,0.0,8.0,14105.0,28690.0,12617.0,22441.0,7964.0,0.0,0.0,0.0,0.0,0.0,-4.71729,False
0.0,2097.0,1740.0,1502.0,1320.0,1756.0,1557.0,1958.0,2611.0,2834.0,3290.0,1892.0,3.0,7.59883,False
3729.0,834.0,809.0,1401.0,1404.0,676.0,1495.0,1770.0,1227.0,837.0,1858.0,1455.0,1005.0,3.60653,False
7411.0,815.0,1203.0,1326.0,1152.0,764.0,1609.0,667.0,695.0,1467.0,747.0,833.0,851.0,2.54316,False
2189.0,1616.0,1489.0,816.0,952.0,1014.0,1072.0,2440.0,1053.0,1604.0,1462.0,1678.0,1580.0,1.31759,False
2463.0,1042.0,1243.0,1040.0,1592.0,1224.0,2232.0,4649.0,1063.0,1926.0,1366.0,942.0,1000.0,0.854868,False
1334.0,2869.0,987.0,1146.0,945.0,929.0,869.0,424.0,834.0,1303.0,825.0,550.0,758.0,-4.33962,False
0.0,0.0,0.0,164.0,13414.0,11581.0,2111.0,1741.0,1670.0,1731.0,2126.0,5943.0,3265.0,-3.55,False
2218.0,1664.0,1325.0,3174.0,903.0,739.0,953.0,2326.0,1502.0,1083.0,1969.0,3282.0,0.0,-4.65391,False
0.0,0.0,0.0,0.0,468.0,2210.0,2465.0,7162.0,8850.0,0.0,0.0,0.0,0.0,-7.51265,False
3020.0,1273.0,615.0,1079.0,696.0,1035.0,1177.0,1826.0,1304.0,464.0,618.0,512.0,664.0,-3.53999,False
5443.0,1693.0,999.0,1864.0,2170.0,2721.0,3632.0,1792.0,2519.0,1235.0,2598.0,3833.0,3542.0,-6.92059,False
6419.0,3429.0,4120.0,3275.0,3504.0,3717.0,4441.0,6028.0,3333.0,5349.0,5063.0,2430.0,0.0,-3.13862,False
0.0,1.0,5045.0,7783.0,8173.0,8832.0,7240.0,6697.0,7024.0,175.0,0.0,0.0,0.0,-2.03713,False
0.0,1581.0,11020.0,19892.0,13684.0,1774.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39904,False
0.0,926.0,2325.0,1829.0,1783.0,2804.0,2698.0,5271.0,1825.0,1506.0,2318.0,0.0,0.0,-0.313225,False
6575.0,580.0,944.0,862.0,804.0,1108.0,1742.0,707.0,1786.0,910.0,2278.0,987.0,678.0,-7.56672,False
0.0,0.0,90.0,2108.0,3517.0,2306.0,4355.0,3477.0,8522.0,2482.0,0.0,0.0,0.0,-7.73386,False
0.0,0.0,0.0,234.0,1487.0,3402.0,5212.0,4405.0,4032.0,2801.0,2951.0,5933.0,4692.0,-7.51375,False
671.0,3054.0,2957.0,12367.0,2378.0,1870.0,1777.0,4522.0,328.0,0.0,0.0,0.0,0.0,0.917646,False
0.0,0.0,0.0,0.0,26.0,39519.0,32110.0,66.0,0.0,0.0,0.0,0.0,0.0,7.75,False
0.0,1820.0,16750.0,11193.0,2948.0,3103.0,2589.0,260.0,0.0,0.0,0.0,0.0,0.0,1.73782,False
1566.0,1229.0,682.0,1291.0,908.0,6421.0,1561.0,1523.0,1350.0,1120.0,1205.0,807.0,1381.0,0.516621,False
3850.0,2711.0,1031.0,2071.0,2391.0,1534.0,1444.0,1004.0,2504.0,1973.0,2140.0,1712.0,1595.0,-0.720611,False
0.0,357.0,1406.0,1361.0,1375.0,1802.0,1191.0,1762.0,2844.0,1696.0,2109.0,105.0,0.0,-2.51598,False
1484.0,1328.0,1733.0,1466.0,848.0,812.0,1875.0,1128.0,2005.0,1077.0,697.0,833.0,595.0,6.71247,False
0.0,4696.0,7777.0,10285.0,13103.0,9642.0,6183.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14747,False
10243.0,1888.0,2071.0,7896.0,6482.0,9487.0,7641.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.72309,False
0.0,0.0,0.0,11908.0,34410.0,25736.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645049,False
24853.0,5881.0,2517.0,2852.0,12723.0,14883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,False
0.0,0.0,452.0,2586.0,2228.0,3571.0,4001.0,3222.0,4647.0,2874.0,0.0,0.0,0.0,-3.6047,False
0.0,0.0,0.0,0.0,0.0,3975.0,18685.0,21733.0,36.0,0.0,0.0,0.0,0.0,5.52945,False
0.0,0.0,547.0,5118.0,6662.0,6640.0,5097.0,5028.0,8005.0,1886.0,0.0,0.0,0.0,-2.43983,False
0.0,301.0,9974.0,17543.0,14767.0,9385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.36549,False
0.0,0.0,0.0,0.0,1467.0,3025.0,2661.0,2839.0,9703.0,141.0,0.0,0.0,0.0,6.73545,False
621.0,2468.0,2681.0,1057.0,2360.0,1157.0,1083.0,2453.0,898.0,1220.0,1412.0,2.0,0.0,6.03889,False
2812.0,6097.0,898.0,1583.0,884.0,1817.0,1967.0,1555.0,1620.0,729.0,2.0,0.0,0.0,5.48572,False
2051.0,1525.0,508.0,1372.0,336.0,940.0,1011.0,649.0,1662.0,868.0,489.0,1781.0,1097.0,-2.77592,False
2294.0,866.0,1473.0,825.0,676.0,336.0,1755.0,546.0,911.0,700.0,903.0,1016.0,719.0,-5.48423,False
0.0,6.0,3817.0,8136.0,20061.0,7285.0,10183.0,6935.0,7976.0,0.0,0.0,0.0,0.0,-7.52767,False
1022.0,688.0,1509.0,1067.0,1574.0,1971.0,680.0,669.0,825.0,935.0,984.0,1410.0,0.0,-7.84767,False
0.0,0.0,1597.0,20703.0,17622.0,2196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76026,False
0.0,0.0,0.0,3052.0,44672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,False
4.0,5440.0,6687.0,22876.0,14953.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0544,False
1969.0,1445.0,2021.0,816.0,952.0,776.0,1274.0,578.0,1007.0,493.0,747.0,2390.0,0.0,-3.05633,False
0.0,0.0,9994.0,18738.0,23071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.85,False
0.0,576.0,1906.0,2392.0,3056.0,1964.0,1736.0,1696.0,8669.0,1748.0,2279.0,268.0,0.0,-3.6843,False
0.0,1.0,11242.0,6453.0,27566.0,16932.0,12294.0,14416.0,0.0,0.0,0.0,0.0,0.0,-6.01173,False
558.0,940.0,712.0,630.0,1796.0,627.0,881.0,1353.0,1385.0,1181.0,697.0,1483.0,267.0,-1.51949,False
6049.0,2278.0,1643.0,1570.0,4017.0,2536.0,1816.0,2207.0,2261.0,2652.0,1738.0,1834.0,3888.0,-3.49014,False
2912.0,1521.0,1497.0,1205.0,1398.0,2308.0,2339.0,1290.0,3640.0,1408.0,1299.0,1599.0,2470.0,6.29292,False
3887.0,1367.0,1607.0,1426.0,1155.0,2214.0,1996.0,1775.0,1614.0,1502.0,1870.0,838.0,0.0,-1.5765,False
2508.0,3265.0,976.0,1552.0,1116.0,2958.0,739.0,1789.0,1104.0,0.0,0.0,0.0,0.0,-4.69955,False
1727.0,1159.0,1120.0,1650.0,1977.0,2238.0,960.0,1074.0,1408.0,2746.0,887.0,1610.0,1230.0,-6.57406,False
3009.0,1076.0,1103.0,858.0,1455.0,1041.0,1462.0,900.0,1417.0,2029.0,1512.0,953.0,102.0,6.58008,False
0.0,0.0,0.0,625.0,5937.0,3955.0,3094.0,11098.0,10109.0,1.0,0.0,0.0,0.0,4.85176,False
1994.0,679.0,875.0,961.0,1645.0,7450.0,2009.0,863.0,4244.0,707.0,1082.0,1320.0,822.0,3.80405,False
0.0,0.0,4547.0,17830.0,9089.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12711,False
3122.0,1186.0,841.0,716.0,987.0,758.0,793.0,772.0,2118.0,1814.0,1266.0,1415.0,1267.0,2.48992,False
0.0,0.0,6720.0,11687.0,9636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,False
1747.0,2663.0,14860.0,619.0,530.0,1535.0,1885.0,478.0,1195.0,1795.0,714.0,2149.0,805.0,-1.73005,False
0.0,0.0,0.0,18153.0,30479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.65,False
0.0,0.0,0.0,3.0,2757.0,4234.0,5285.0,11305.0,5014.0,4195.0,0.0,0.0,0.0,-7.21412,False
0.0,3511.0,2884.0,1562.0,1719.0,2572.0,1815.0,2033.0,1612.0,2085.0,1987.0,1105.0,0.0,0.44835,False
0.0,1728.0,4121.0,2801.0,2986.0,2631.0,10906.0,11743.0,11904.0,2639.0,2154.0,631.0,0.0,6.01686,False
0.0,0.0,5.0,25184.0,8805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,False
12692.0,877.0,534.0,911.0,833.0,783.0,990.0,596.0,759.0,1000.0,1274.0,2797.0,93.0,-4.56047,False
0.0,0.0,0.0,9635.0,26019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.05,False
0.0,0.0,0.0,0.0,0.0,15782.0,31624.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,False
0.0,0.0,9.0,5928.0,4693.0,2198.0,2031.0,2055.0,2345.0,2480.0,2202.0,2356.0,3665.0,4.65,False
0.0,0.0,679.0,2912.0,1594.0,1827.0,1774.0,2547.0,6979.0,2354.0,572.0,0.0,0.0,0.927011,False
3307.0,1070.0,699.0,1346.0,926.0,1626.0,1185.0,1684.0,1225.0,1445.0,1136.0,1162.0,1438.0,-1.365,False
0.0,0.0,0.0,0.0,23.0,8378.0,12176.0,3520.0,3010.0,2863.0,3623.0,13644.0,7975.0,-1.45,False
10337.0,3406.0,7416.0,7564.0,5399.0,4261.0,3790.0,3765.0,5919.0,9863.0,3206.0,0.0,0.0,-6.52882,False
0.0,0.0,1262.0,2459.0,2382.0,2315.0,2130.0,2458.0,3275.0,3739.0,1968.0,0.0,0.0,6.507,False
0.0,0.0,313.0,5064.0,7908.0,10138.0,8442.0,9596.0,6824.0,2159.0,0.0,0.0,0.0,-7.44595,False
9147.0,3947.0,3021.0,2797.0,2248.0,2738.0,1797.0,4096.0,2464.0,3094.0,5139.0,4070.0,3292.0,6.92215,False
2721.0,989.0,1004.0,1364.0,2420.0,1185.0,722.0,1089.0,1040.0,1152.0,1659.0,1628.0,566.0,6.44212,False
0.0,0.0,792.0,853.0,1387.0,1762.0,2848.0,9697.0,1295.0,2948.0,31.0,0.0,0.0,3.8582,False
4683.0,2284.0,2039.0,1594.0,1569.0,1852.0,2813.0,2291.0,2031.0,6593.0,2250.0,2038.0,10.0,5.83127,False
0.0,0.0,0.0,0.0,1224.0,5264.0,6791.0,13348.0,3779.0,0.0,0.0,0.0,0.0,-7.66388,False
0.0,603.0,10765.0,10281.0,8290.0,6546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.15531,False
0.0,0.0,5.0,22447.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,False
0.0,0.0,0.0,1725.0,17188.0,7622.0,18195.0,10762.0,3590.0,0.0,0.0,0.0,0.0,1.71614,False
0.0,204.0,5459.0,22559.0,17624.0,2919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.538525,False
40.0,3791.0,2076.0,3206.0,3103.0,2421.0,3282.0,4019.0,2461.0,3838.0,1722.0,0.0,0.0,-2.08969,False
0.0,0.0,0.0,3123.0,7480.0,10966.0,7021.0,3474.0,4000.0,2775.0,0.0,0.0,0.0,-5.05559,False
0.0,14.0,12116.0,17383.0,20894.0,18440.0,22715.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32277,False
0.0,0.0,0.0,0.0,1754.0,6413.0,5550.0,7127.0,13701.0,1107.0,0.0,0.0,0.0,-1.72127,False
0.0,0.0,0.0,9.0,6113.0,10790.0,6716.0,9812.0,3598.0,0.0,0.0,0.0,0.0,-1.85,False
0.0,0.0,0.0,1346.0,15241.0,14132.0,16451.0,21326.0,1.0,0.0,0.0,0.0,0.0,-2.80487,False
15615.0,3825.0,3976.0,6637.0,4542.0,4348.0,2642.0,3539.0,3581.0,3583.0,1372.0,0.0,0.0,-6.23919,False
0.0,0.0,0.0,0.0,0.0,247.0,20888.0,15789.0,0.0,0.0,0.0,0.0,0.0,7.65,False
3664.0,2187.0,3152.0,2436.0,4465.0,3650.0,2768.0,2513.0,7973.0,511.0,0.0,0.0,0.0,-5.01718,False
465.0,4888.0,23991.0,4236.0,1689.0,1438.0,3344.0,7104.0,743.0,0.0,0.0,0.0,0.0,4.93634,False
3711.0,1067.0,863.0,1650.0,1510.0,1099.0,1715.0,1895.0,1545.0,1081.0,2068.0,1013.0,1067.0,0.773798,False
973.0,1651.0,1783.0,1871.0,1734.0,1457.0,2058.0,1129.0,1210.0,1123.0,1123.0,1811.0,845.0,-3.44022,False
0.0,0.0,4.0,1431.0,1249.0,3276.0,10182.0,2943.0,6239.0,1480.0,0.0,0.0,0.0,-3.61474,False
1410.0,716.0,1032.0,626.0,1104.0,786.0,666.0,402.0,644.0,458.0,753.0,1552.0,1168.0,-6.47708,False
0.0,1915.0,7492.0,11735.0,11779.0,4906.0,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1992,False
0.0,596.0,1244.0,1596.0,862.0,2003.0,1041.0,1326.0,2042.0,953.0,1531.0,1035.0,2.0,1.99122,False
0.0,0.0,0.0,0.0,5596.0,17257.0,19264.0,1545.0,1569.0,1598.0,1512.0,1515.0,1836.0,1.65,False
0.0,0.0,0.0,0.0,0.0,61.0,21832.0,7889.0,0.0,0.0,0.0,0.0,0.0,-4.65,False
3361.0,865.0,1388.0,1075.0,2005.0,2139.0,835.0,1032.0,1331.0,3975.0,2516.0,794.0,2002.0,6.57577,False
0.0,0.0,0.0,562.0,43676.0,8246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,False
264.0,5589.0,6374.0,7848.0,5900.0,4726.0,4810.0,7625.0,3647.0,5422.0,1375.0,0.0,0.0,-1.81889,False
0.0,664.0,15432.0,21902.0,20123.0,15249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.00653,False
0.0,0.0,0.0,22376.0,62633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.95,False
0.0,0.0,0.0,1296.0,13936.0,11459.0,9827.0,12166.0,0.0,0.0,0.0,0.0,0.0,-3.00256,False
1995.0,528.0,1648.0,910.0,1506.0,964.0,786.0,1297.0,1121.0,871.0,411.0,604.0,1284.0,-5.3241,False
810.0,933.0,1400.0,3674.0,1666.0,1818.0,24256.0,6925.0,945.0,861.0,1730.0,1769.0,117.0,-5.77179,False
0.0,1033.0,5323.0,4468.0,5625.0,5153.0,7077.0,11492.0,1044.0,0.0,0.0,0.0,0.0,-7.95051,False
0.0,0.0,10493.0,10164.0,1371.0,2240.0,3095.0,544.0,0.0,0.0,0.0,0.0,0.0,0.335319,False
2469.0,1337.0,14285.0,12245.0,1985.0,2889.0,1764.0,1055.0,1146.0,2019.0,1968.0,489.0,0.0,-7.11305,False
0.0,0.0,3.0,2601.0,3738.0,2926.0,3885.0,4457.0,5064.0,2682.0,0.0,0.0,0.0,-7.14298,False
4199.0,2177.0,1851.0,1368.0,2020.0,971.0,1993.0,1719.0,1530.0,4919.0,4362.0,1844.0,36.0,7.55601,False
3829.0,1578.0,1787.0,1855.0,2238.0,1539.0,2088.0,1718.0,1630.0,1105.0,2414.0,1926.0,1366.0,6.87101,False
0.0,0.0,0.0,33.0,34791.0,23257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,False
0.0,0.0,0.0,1.0,6293.0,11922.0,17739.0,14780.0,5032.0,0.0,0.0,0.0,0.0,-3.87561,False
2362.0,3946.0,3933.0,1555.0,2140.0,2268.0,2618.0,1802.0,3425.0,2340.0,0.0,0.0,0.0,-6.45875,False
2987.0,3039.0,864.0,1606.0,957.0,1547.0,1213.0,3001.0,2169.0,2063.0,1058.0,2261.0,2332.0,5.16358,False
0.0,0.0,3487.0,3219.0,3659.0,5456.0,6317.0,6767.0,5935.0,3741.0,3.0,0.0,0.0,5.0883,False
987.0,935.0,586.0,1085.0,551.0,537.0,1022.0,4177.0,1886.0,1161.0,1309.0,813.0,802.0,3.40028,False
1749.0,1440.0,1473.0,931.0,1176.0,1156.0,1152.0,663.0,948.0,1029.0,1282.0,1735.0,574.0,1.37181,False
1523.0,1257.0,1196.0,614.0,801.0,508.0,557.0,1241.0,1316.0,2694.0,1470.0,792.0,1069.0,0.798507,False
0.0,0.0,0.0,2.0,832.0,2061.0,1877.0,2598.0,9115.0,0.0,0.0,0.0,0.0,-4.14952,False
1740.0,998.0,873.0,593.0,952.0,1304.0,1075.0,739.0,1091.0,824.0,868.0,1284.0,1664.0,0.656865,False
62.0,1132.0,1589.0,1981.0,1713.0,1247.0,4077.0,1845.0,784.0,2207.0,1243.0,0.0,0.0,-7.68355,False
0.0,0.0,0.0,0.0,0.0,2458.0,5256.0,16701.0,0.0,0.0,0.0,0.0,0.0,2.70893,False
0.0,0.0,0.0,0.0,2350.0,2354.0,5574.0,6882.0,6041.0,374.0,0.0,0.0,0.0,0.509066,False
3023.0,2241.0,1107.0,1598.0,3460.0,1891.0,1275.0,1045.0,1336.0,1021.0,1024.0,1120.0,1872.0,-1.0401,False
0.0,0.0,0.0,0.0,0.0,296.0,39137.0,9390.0,0.0,0.0,0.0,0.0,0.0,5.35,False
0.0,0.0,181.0,16420.0,21689.0,16496.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27267,False
2375.0,1738.0,750.0,1500.0,14764.0,4491.0,917.0,618.0,1061.0,1274.0,911.0,930.0,941.0,-1.85321,False
0.0,0.0,0.0,0.0,17786.0,49771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.05,False
191.0,829.0,1698.0,2893.0,1206.0,985.0,1177.0,600.0,1101.0,4355.0,0.0,0.0,0.0,-3.69681,False
3799.0,572.0,629.0,1100.0,1075.0,1096.0,830.0,690.0,821.0,1317.0,1212.0,0.0,0.0,-7.7882,False
3863.0,1887.0,1287.0,3082.0,2215.0,5336.0,2144.0,1572.0,1830.0,1367.0,2372.0,2222.0,111.0,4.76899,False
1041.0,858.0,582.0,674.0,675.0,1011.0,805.0,1462.0,1146.0,1120.0,1689.0,1201.0,105.0,-3.62204,False
3285.0,1342.0,903.0,999.0,1352.0,1224.0,987.0,1155.0,1260.0,1786.0,1086.0,906.0,2554.0,-5.51264,False
1578.0,878.0,1050.0,743.0,1883.0,864.0,911.0,535.0,1663.0,1541.0,947.0,1138.0,2104.0,4.06091,False
3030.0,4685.0,1699.0,5824.0,2036.0,2368.0,2201.0,1128.0,0.0,0.0,0.0,0.0,0.0,4.54341,False
2128.0,665.0,1087.0,1467.0,1128.0,1193.0,1525.0,1463.0,910.0,665.0,783.0,943.0,1335.0,-1.56229,False
0.0,0.0,0.0,0.0,523.0,1876.0,7238.0,12359.0,993.0,0.0,0.0,0.0,0.0,-4.83705,False
0.0,0.0,0.0,251.0,1392.0,1456.0,12490.0,14108.0,0.0,0.0,0.0,0.0,0.0,-7.38277,False
1673.0,1492.0,1102.0,666.0,1056.0,799.0,1337.0,2026.0,972.0,1762.0,576.0,695.0,1058.0,5.43589,False
2524.0,1143.0,4080.0,1429.0,594.0,805.0,1166.0,491.0,1011.0,795.0,726.0,1385.0,1169.0,0.980068,False
2247.0,791.0,946.0,433.0,1051.0,1584.0,817.0,756.0,920.0,882.0,2027.0,1142.0,892.0,-0.664619,False
1877.0,931.0,1506.0,1518.0,756.0,1536.0,1690.0,458.0,1129.0,522.0,547.0,1014.0,629.0,-6.54339,False
2779.0,982.0,1197.0,3753.0,4769.0,2326.0,2123.0,2322.0,1852.0,800.0,990.0,1257.0,1222.0,0.881988,False
0.0,0.0,231.0,2466.0,3730.0,4273.0,3646.0,2397.0,1957.0,10576.0,2285.0,0.0,0.0,2.82056,False
